nombre,pais,ciudad_zona,direccion,telefono,email,web,tipo,cp,estado_origen,notas
Udon L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934107142,info@udon.es,https://www.udon.es,Restaurante Japonés,,investigated,"Ubicado en centro comercial sin terraza exterior y capacidad media (aprox. 60 pax). Reseñas mayormente positivas en rapidez y calidad, con críticas por ruido y esperas en horas punta. Fuerte: alta rotación ideal para sistemas de autopedido; Débil: decisiones tecnológicas supeditadas a la central de la franquicia."
The Knife,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 28 00,info@theknife.es,https://theknife.es,Restaurante,,investigated,"Tiene terraza amplia y gran capacidad (más de 250 comensales). Sentimiento mixto-positivo: se valora la calidad-precio de la carne, pero critican las colas y el ruido. Punto fuerte para vender tecnología: optimización de reservas y gestión de flujos por alto volumen; punto débil: el modelo buffet reduce la necesidad de comandas complejas en mesa."
Bar Trobada,España,,"Carrer de Joan Torras, 1, 08030 Barcelona",+34 933 11 02 44,,,Bar,,investigated,Tiene terraza exterior pequeña. Local de barrio con capacidad reducida (aprox. 25 personas). Sentimiento positivo; destacan sus desayunos de cuchara y el trato familiar. Punto fuerte para tecnología: agilizar pedidos en horas punta; Punto débil: gestión muy tradicional con posible resistencia al cambio digital.
Blue Taco Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 931 31 16 00,,,Restaurante,,investigated,Tiene terraza exterior en el centro comercial; capacidad media (aprox. 40 personas) con alta rotación. Reseñas mixtas que destacan el sabor pero critican la lentitud en horas punta. Punto fuerte para tecnología: quioscos de autopago y gestión de colas; punto débil: rigidez por ser modelo de franquicia.
Bar Cervecería El Pibe,España,,"Passeig de Fabra i Puig, 280, 08016 Barcelona",+34933580455,info@elpibe.com,https://elpibe.com,Frankfurt / Bar,,investigated,"Tiene terraza amplia en zona peatonal y capacidad media-alta con alta rotación. El sentimiento es positivo, valorando la rapidez y tradición, aunque critican esperas en horas punta. Punto fuerte: optimización de pedidos en mesa/terraza y sistemas de fidelización para su alta recurrencia."
Restaurante Sanghai,España,,"Passeig de Fabra i Puig, 49, 08030 Barcelona",+34 933 45 81 88,,,Restaurante Chino,,investigated,Tiene terraza exterior y capacidad media (aprox. 40 personas). Sentimiento positivo por su buena relación calidad-precio y rapidez. Punto fuerte para tecnología: optimizar el alto volumen de pedidos para llevar; punto débil: gestión muy tradicional y analógica.
Frankfurt Fabra i Puig,España,,"Passeig de Fabra i Puig, 200, 08016 Barcelona",+34933408822,info@frankfurtfabra.com,,Frankfurt,,investigated,"Tiene terraza exterior en el paseo; capacidad media (interior estrecho con barra y mesas fuera). Sentimiento muy positivo por su rapidez y calidad de producto clásico. Oportunidad en agilizar pagos y comandas en terraza, aunque su perfil es tradicional y poco digitalizado."
Bar Bodega Lluís,España,,"Carrer de Selva de Mar, 191, 08020 Barcelona",+34 933 13 25 10,,,Bar / Bodega,,investigated,"Tiene terraza exterior; local de barrio pequeño-medio con aforo limitado. Sentimiento muy positivo, destacando el trato cercano y la relación calidad-precio. Punto débil: Negocio muy tradicional con posible resistencia a la tecnología si no es sencilla y directa."
La Tagliatella Numancia,España,,"Carrer de Numància, 47, 08029 Barcelona",934103133,info@latagliatella.es,https://www.latagliatella.es,Restaurante Italiano,,investigated,Tiene terraza. Gran capacidad (aprox. 150 pax) con sentimiento positivo pero críticas por tiempos de espera. Punto fuerte: alta rotación que requiere agilidad operativa y gestión eficiente de comandas. Punto débil: decisión de compra supeditada a la central de la franquicia (Grupo AmRest).
Bar Restaurante Loreto,España,,"Carrer de Loreto, 26, 08029 Barcelona",934102928,,,Bar Restaurante,,investigated,"Tiene terraza exterior. Capacidad media (aprox. 40 pax), restaurante de barrio tradicional. Sentimiento positivo: destacan calidad-precio del menú del día. Punto fuerte: necesidad de agilizar rotación de mesas; punto débil: perfil conservador con baja presencia digital actual."
Bar La Parada,España,,"Carrer de Dante Alighieri, 10, 08032 Barcelona",+34 934291010,,,Bar,,investigated,"Tiene terraza exterior; local pequeño con aforo reducido (aprox. 25 pax). Reseñas positivas destacando el trato familiar y tapeo tradicional. Oportunidad en digitalización básica (TPV/pagos), pero barrera alta por presupuesto limitado y gestión muy tradicional."
La Tertúlia,España,,"Carrer de Morales, 15, 08029 Barcelona",934195155,,,Bar de Tapas,,investigated,"Tiene terraza exterior. Local de tamaño pequeño-mediano con ambiente familiar y tradicional. Sentimiento muy positivo, destacando sus desayunos ""de forquilla"" y el trato cercano. Punto fuerte: optimización de comandas en horas punta; débil: perfil clásico que puede resistirse a tecnología compleja."
Bar Granja l'Empordà,España,,"C/ Gran de Sant Andreu, 235, 08030 Barcelona",+34 933 45 61 22,,,Bar Cafetería,,investigated,Tiene terraza en calle peatonal y capacidad media con ambiente tradicional. Reseñas positivas que destacan el trato familiar y la calidad de sus bocadillos. Punto fuerte para digitalización de pedidos por su flujo constante; punto débil el perfil de gestión muy clásico.
Bar Restaurante Nou Barris,España,,"Carrer de l'Escultor Ordóñez, 90, 08016 Barcelona",+34933409955,,,Bar Restaurante,,investigated,"Tiene terraza exterior. Capacidad media (aprox. 45 personas entre salón y terraza). Sentimiento positivo, destacado por sus tapas, menús económicos y trato familiar. Punto fuerte: clientela local fiel; Debilidad: negocio muy tradicional sin presencia digital, requiere soluciones de gestión muy sencillas."
Paco Meralgo,España,,"C. de Muntaner, 171, 08036 Barcelona",+34934309027,restaurant@pacomeralgo.com,https://www.restaurantpacomeralgo.com,Taberna / Tapas,,investigated,Tiene terraza (mesas altas). Capacidad aproximada de 80-90 comensales con alta rotación y sentimiento excelente centrado en la calidad del producto. Oportunidad: Herramientas de gestión de esperas y rotación ágil; punto débil: modelo de taberna tradicional con procesos internos muy consolidados.
Bar París,España,,"C. de París, 150, 08036 Barcelona",+34934302345,,,Bar / Cafetería,,investigated,"Dispone de terraza; local pequeño-mediano para unas 35 personas. Reseñas mayoritariamente positivas, resaltando el trato familiar y la autenticidad del barrio. Punto fuerte para vender tecnología: agilizar comandas; punto débil: perfil tradicional que prioriza la sencillez sobre sistemas complejos."
Bodega Monumental,España,,"Carrer de la Marina, 183, 08013 Barcelona",+34 932 320 001,monumentalsagrada@bodegamonumental.com,https://www.bodegamonumental.com,Restaurante/Bar,,investigated,"Tiene terraza exterior y capacidad media-alta (unos 80 comensales). Reseñas mayoritariamente positivas que destacan su vermut y tapeo tradicional, aunque critican lentitud en horas punta. Ideal para vender comanderos móviles por el volumen de terraza, aunque su perfil ""clásico"" puede presentar resistencia inicial a la digitalización."
Bonasport Restaurant,España,,"Carrer de Vista Bella, 11, 08034 Barcelona",+34 932 54 15 00,recepcion@bonasport.com,https://www.bonasport.com,Restaurante,,investigated,"Tiene terraza con vistas panorámicas y capacidad para unos 100 comensales. El sentimiento es positivo por su exclusividad y entorno, aunque critican ocasionalmente la lentitud. Punto fuerte: potencial para CRM y reservas de lujo; punto débil: gestión tecnológica posiblemente ligada a la del club deportivo."
Bar El Cordobés,España,,"Carrer de Concili de Trento, 140, 08020 Barcelona",+34 933 14 88 99,,,Bar,,investigated,Tiene terraza y capacidad media (aprox. 35 personas). Reseñas muy positivas centradas en la comida casera y el trato familiar. Punto fuerte: agilizar pedidos en terraza; punto débil: perfil de negocio muy tradicional con posible resistencia al cambio digital.
Restaurante Somorrostro,España,,"Carrer de Sant Carles, 11, 08003 Barcelona",+34932250010,restaurante@somorrostro.com,http://www.restaurantesomorrostro.com,Restaurante,,investigated,"Terraza mínima (apenas 2-3 mesas exteriores); local pequeño e íntimo con capacidad para unos 35-40 comensales. Reseñas excelentes que destacan su compromiso con la sostenibilidad, el producto de proximidad y la calidad gastronómica. Punto fuerte: optimización de gestión de stock y mermas; punto débil: filosofía ""slow food"" muy artesanal reacia a tecnología que deshumanice el servicio."
Bar Sol,España,,"Carrer de la Selva, 12, 08016 Barcelona",933531122,,,Bar,,investigated,Tiene terraza exterior pequeña. Local de barrio con capacidad reducida (aprox. 20-25 personas) y sentimiento general muy positivo por su trato familiar. Punto fuerte tech: agilizar comandas en terraza; punto débil: baja madurez digital y presupuesto limitado por perfil tradicional.
Bar Restaurante El Rincón de la Brasa,España,,"Carrer de Malgrat, 102, 08016 Barcelona",933492211,,,Restaurante,,investigated,"Tiene terraza exterior. Capacidad media (aprox. 40-50 comensales), local de barrio tradicional. Reseñas muy positivas destacando la calidad de las brasas y el trato familiar. Punto fuerte: potencial para agilizar comandas por su alta rotación; punto débil: digitalización nula (sin web)."
Restaurante Can Ramon,España,,"Carrer del Telègraf, 50, 08041 Barcelona",934500812,,,Restaurante,,investigated,"Tiene terraza exterior. Local de barrio tradicional con capacidad media. Reseñas muy positivas que destacan sus desayunos de tenedor y trato familiar. Oportunidad en digitalización de comandas para agilizar horas punta, aunque pueden ser reticentes por su gestión muy clásica."
L'Arrosseria de l'Equador,España,,"Carrer de l'Equador, 39, 08029 Barcelona",934103102,info@arrosseriadelequador.com,https://arrosseriadelequador.com,Arrocería,,new,
Fish! L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",933631776,,,Restaurante,,new,
Els Pescadors,España,,"Plaça de Prim, 1, 08005 Barcelona",+34932252018,info@elspescadors.com,https://elspescadors.com,Restaurante,,new,
El Racó de l'Avi Melcior,España,,"Calle Santa Coloma, 2, 08030 Barcelona",+34 933 46 53 05,melcior@racoavimelcior.com,,Restaurante de Banquetes,,new,
Foster's Hollywood Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 22 75,atencioncliente@fostershollywood.es,https://fostershollywood.es,Restaurante,,new,
Frankfurt Sant Martí,España,,"Rambla de Guipúscoa, 100, 08020 Barcelona",+34 933 14 55 22,frankfurt@santmarti.com,,Frankfurt / Bar,,new,
Restaurante El Celler d'Escòcia,España,,"Carrer d'Escòcia, 60, 08016 Barcelona",934084411,celler@restaurante.es,,Restaurante,,new,
Pizzería L'Horta,España,,"Carrer de Cartellà, 161, 08016 Barcelona",934084666,,,Pizzería,,new,
Opium Barcelona,España,,"Passeig Marítim de la Barceloneta, 34, 08003 Barcelona",+34932259100,info@opiumbarcelona.com,https://opiumbarcelona.com,Restaurante,,new,
Bardeni - El Meatbar,España,,"Carrer de València, 454, 08013 Barcelona",+34 932 314 519,info@bardeni.es,https://www.bardeni.es,Restaurante,,new,
Bierwinkel Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 18 56,info@bierwinkel.es,https://bierwinkel.es,Bar/Cervecería,,new,
Bar Restaurante El Mirador,España,,"Carrer de la Gran Vista, 81, 08032 Barcelona",+34 934290054,,,Restaurante,,new,
Restaurante Mediterrani,España,,"C. de Villarroel, 209, 08036 Barcelona",+34934301548,,,Restaurante Mediterráneo,,new,
Pans & Company L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934105051,info@pansandcompany.com,https://www.pansandcompany.com,Restaurante,,new,
Pans & Company Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 03 33,atencioncliente@eatout.es,https://www.pansandcompany.com,Restaurante,,new,
Gresca,España,,"C. de Provença, 230, 08036 Barcelona",+34934516193,gresca@gresca.net,https://www.gresca.net,Bistró Gastronómico,,new,
Nusados S.L.,España,,"Calle Ciutat d'Asuncion, 24, 08030 Barcelona",+34 933 11 21 52,,,Restaurante,,new,
Restaurante El Laurel,España,,"Carrer de Varsòvia, 54, 08041 Barcelona",934360341,info@restauranteellaurel.es,https://restauranteellaurel.es,Restaurante,,new,
McDonald's Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 15 15,,https://www.mcdonalds.es,Restaurante,,new,
KFC Som Multiespai,España,,"Av. de Rio de Janeiro, 42, 08016 Barcelona",+34932765370,info@kfc.es,https://www.kfc.es,Comida Rápida,,new,
Can Fisher,España,,"Av. del Litoral, 64, 08005 Barcelona",+34935971840,hola@canfisher.com,https://www.canfisher.com,Restaurante Mediterráneo,,new,
Restaurante Chino Gran Muralla,España,,"Carrer de Sant Iscle, 18, 08016 Barcelona",+34933548911,,,Restaurante Chino,,new,
La Brasa de Oro,España,,"Carrer de Varsòvia, 57, 08041 Barcelona",934331205,,,Brasería,,new,
